Ticker,Model,Target,MAE,MAPE,Accuracy_%,Horizon,Directional_Accuracy_%,Improvement_over_Naive_%
TRG,LSTM,Target_Low,3.9,6.7,93.3,10,65.28,-9.8
TRG,XGBoost,Target_Low,4.13,6.91,93.09,10,59.35,-8.39
TRG,Random Forest,Target_Low,4.38,7.22,92.78,10,67.48,-14.88
UBL,XGBoost,Target_High,10.52,4.06,95.94,10,71.95,14.64
UBL,Random Forest,Target_High,10.96,4.17,95.83,10,69.11,11.02
UBL,Linear Regression,Target_High,11.81,4.46,95.54,10,69.92,4.16
UBL,LSTM,Target_High,12.35,4.63,95.37,10,79.17,9.7
UBL,GRU,Target_High,12.81,4.78,95.22,10,71.76,6.33
UBL,XGBoost,Target_Low,9.97,3.97,96.03,10,59.35,14.13
UBL,Random Forest,Target_Low,10.49,4.14,95.86,10,60.98,9.66
UBL,LSTM,Target_Low,11.03,4.26,95.74,10,56.48,13.88
UBL,Linear Regression,Target_Low,11.07,4.32,95.68,10,40.65,4.59
UBL,GRU,Target_Low,11.58,4.47,95.53,10,49.54,9.57
UNITY,Linear Regression,Target_High,1.88,6.44,93.56,10,65.04,-1.01
UNITY,LSTM,Target_High,1.95,6.45,93.55,10,68.98,-4.44
UNITY,GRU,Target_High,2.06,6.85,93.15,10,59.72,-10.19
UNITY,XGBoost,Target_High,2.39,8.31,91.69,10,30.89,-28.44
UNITY,Random Forest,Target_High,2.76,9.64,90.36,10,42.28,-48.56
UNITY,Linear Regression,Target_Low,1.69,6.16,93.84,10,52.85,-3.6
UNITY,GRU,Target_Low,1.86,6.54,93.46,10,43.06,-16.42
UNITY,LSTM,Target_Low,2.03,7.28,92.72,10,52.78,-27.08
UNITY,XGBoost,Target_Low,2.42,8.94,91.06,10,46.75,-48.8
UNITY,Random Forest,Target_Low,2.71,10.13,89.87,10,37.8,-66.48
BAHL,Linear Regression,Target_High,8.69,7.94,92.06,20,60.57,-3.06
BAHL,GRU,Target_High,9.73,8.75,91.25,20,52.31,-7.25
BAHL,LSTM,Target_High,9.77,8.98,91.02,20,56.02,-7.62
BAHL,XGBoost,Target_High,9.77,9.08,90.92,20,46.75,-15.89
BAHL,Random Forest,Target_High,10.54,9.94,90.06,20,50.41,-25.03
BAHL,Linear Regression,Target_Low,8.13,7.7,92.3,20,45.53,-2.17
BAHL,GRU,Target_Low,9.22,8.63,91.37,20,51.85,-6.44
BAHL,XGBoost,Target_Low,9.27,9.03,90.97,20,40.24,-16.58
BAHL,LSTM,Target_Low,9.45,9.08,90.92,20,56.02,-9.2
BAHL,Random Forest,Target_Low,9.89,9.73,90.27,20,39.84,-24.34
COLG,LSTM,Target_High,55.07,4.07,95.93,20,72.69,14.62
COLG,Linear Regression,Target_High,63.75,4.69,95.31,20,72.36,15.5
COLG,GRU,Target_High,68.4,5.06,94.94,20,45.83,-6.04
COLG,XGBoost,Target_High,72.19,5.32,94.68,20,60.98,4.33
COLG,Random Forest,Target_High,76.58,5.67,94.33,20,46.75,-1.49
COLG,Linear Regression,Target_Low,61.15,4.63,95.37,20,77.24,18.88
COLG,GRU,Target_Low,61.92,4.71,95.29,20,63.89,3.73
COLG,LSTM,Target_Low,61.86,4.78,95.22,20,44.91,3.83
COLG,XGBoost,Target_Low,67.34,5.09,94.91,20,71.95,10.66
COLG,Random Forest,Target_Low,73.05,5.53,94.47,20,73.98,3.1
DGKC,Linear Regression,Target_High,7.12,8.23,91.77,20,58.13,3.15
DGKC,GRU,Target_High,7.47,8.38,91.62,20,57.41,0.47
DGKC,XGBoost,Target_High,7.93,9.27,90.73,20,52.85,-7.83
DGKC,Random Forest,Target_High,8.29,9.7,90.3,20,54.47,-12.85
DGKC,LSTM,Target_High,8.49,9.8,90.2,20,51.85,-13.1
DGKC,GRU,Target_Low,6.83,8.0,92.0,20,59.72,2.83
DGKC,Linear Regression,Target_Low,6.65,8.05,91.95,20,60.98,4.3
DGKC,LSTM,Target_Low,7.57,9.02,90.98,20,49.54,-7.7
DGKC,XGBoost,Target_Low,7.77,9.53,90.47,20,53.25,-11.89
DGKC,Random Forest,Target_Low,7.85,9.64,90.36,20,52.44,-13.0
EFERT,LSTM,Target_High,9.59,5.3,94.7,20,79.17,11.73
EFERT,Linear Regression,Target_High,10.36,5.96,94.04,20,80.89,5.76
EFERT,GRU,Target_High,11.07,6.13,93.87,20,56.48,-1.93
EFERT,Random Forest,Target_High,11.11,6.47,93.53,20,64.63,-1.13
EFERT,XGBoost,Target_High,13.87,8.06,91.94,20,43.5,-26.27
EFERT,Linear Regression,Target_Low,9.76,5.81,94.19,20,42.68,2.76
EFERT,LSTM,Target_Low,10.22,5.82,94.18,20,46.76,-4.31
EFERT,GRU,Target_Low,10.54,6.05,93.95,20,44.44,-7.57
EFERT,Random Forest,Target_Low,10.81,6.51,93.49,20,44.72,-7.69
EFERT,XGBoost,Target_Low,12.97,7.78,92.22,20,26.83,-29.25
ENGROH,Linear Regression,Target_High,15.92,8.95,91.05,20,64.63,1.63
ENGROH,XGBoost,Target_High,16.01,9.03,90.97,20,55.28,1.04
ENGROH,LSTM,Target_High,17.31,9.53,90.47,20,65.28,1.35
ENGROH,GRU,Target_High,17.74,9.62,90.38,20,63.43,-1.13
ENGROH,Random Forest,Target_High,18.85,10.9,89.1,20,50.81,-16.48
ENGROH,Linear Regression,Target_Low,14.27,8.42,91.58,20,53.66,2.48
ENGROH,LSTM,Target_Low,15.28,8.93,91.07,20,49.07,4.46
ENGROH,GRU,Target_Low,15.77,8.96,91.04,20,51.85,1.43
ENGROH,XGBoost,Target_Low,15.06,9.04,90.96,20,47.56,-2.95
ENGROH,Random Forest,Target_Low,17.26,10.46,89.54,20,45.12,-17.97
FFC,Linear Regression,Target_High,22.77,9.92,90.08,20,75.2,11.81
FFC,LSTM,Target_High,26.07,10.77,89.23,20,76.85,8.87
FFC,GRU,Target_High,27.85,11.62,88.38,20,65.74,2.62
FFC,Random Forest,Target_High,26.47,11.63,88.37,20,54.47,-2.53
FFC,XGBoost,Target_High,27.75,11.96,88.04,20,45.53,-7.51
FFC,Linear Regression,Target_Low,20.45,9.39,90.61,20,54.47,14.37
FFC,LSTM,Target_Low,23.3,10.1,89.9,20,53.24,11.8
FFC,GRU,Target_Low,25.16,11.03,88.97,20,34.72,4.79
FFC,Random Forest,Target_Low,24.04,11.16,88.84,20,31.71,-0.62
FFC,XGBoost,Target_Low,24.92,11.38,88.62,20,31.3,-4.32
HBL,XGBoost,Target_High,11.5,8.22,91.78,20,59.35,-1.18
HBL,Linear Regression,Target_High,11.78,8.49,91.51,20,53.66,-3.71
HBL,LSTM,Target_High,12.2,8.67,91.33,20,60.19,1.17
HBL,GRU,Target_High,12.48,8.87,91.13,20,63.43,-1.06
HBL,Random Forest,Target_High,12.25,8.9,91.1,20,62.6,-7.84
HBL,Linear Regression,Target_Low,11.03,8.25,91.75,20,47.97,-1.76
HBL,XGBoost,Target_Low,11.19,8.35,91.65,20,58.54,-3.24
HBL,LSTM,Target_Low,11.33,8.36,91.64,20,52.31,2.55
HBL,GRU,Target_Low,11.76,8.68,91.32,20,51.85,-1.14
HBL,Random Forest,Target_Low,11.94,9.0,91.0,20,49.59,-10.18
HUBC,Linear Regression,Target_High,12.46,9.61,90.39,20,61.79,-0.63
HUBC,LSTM,Target_High,14.16,10.88,89.12,20,59.26,-5.09
HUBC,XGBoost,Target_High,15.34,11.75,88.25,20,31.71,-23.92
HUBC,GRU,Target_High,15.61,12.01,87.99,20,48.15,-15.82
HUBC,Random Forest,Target_High,18.57,14.38,85.62,20,24.39,-50.01
HUBC,Linear Regression,Target_Low,12.1,9.74,90.26,20,43.5,0.88
HUBC,LSTM,Target_Low,13.96,11.22,88.78,20,43.06,-5.54
HUBC,GRU,Target_Low,15.4,12.35,87.65,20,32.41,-16.47
HUBC,XGBoost,Target_Low,15.8,12.65,87.35,20,31.71,-29.45
HUBC,Random Forest,Target_Low,18.93,15.22,84.78,20,31.3,-55.09
ILP,Linear Regression,Target_High,5.59,7.74,92.26,20,41.46,-10.28
ILP,XGBoost,Target_High,6.49,8.96,91.04,20,37.8,-27.97
ILP,GRU,Target_High,6.51,9.0,91.0,20,40.28,-17.88
ILP,LSTM,Target_High,6.56,9.08,90.92,20,50.46,-18.77
ILP,Random Forest,Target_High,6.85,9.44,90.56,20,40.24,-34.93
ILP,Linear Regression,Target_Low,5.31,7.56,92.44,20,49.59,-11.54
ILP,GRU,Target_Low,6.19,8.81,91.19,20,37.96,-22.98
ILP,XGBoost,Target_Low,6.37,9.07,90.93,20,41.06,-33.83
ILP,Random Forest,Target_Low,6.85,9.73,90.27,20,36.18,-43.95
ILP,LSTM,Target_Low,6.98,10.0,90.0,20,49.07,-38.73
INDU,LSTM,Target_High,71.44,3.8,96.2,20,72.69,1.2
INDU,GRU,Target_High,78.57,4.17,95.83,20,78.24,-8.65
INDU,Linear Regression,Target_High,78.48,4.4,95.6,20,64.63,-3.66
INDU,Random Forest,Target_High,95.43,5.39,94.61,20,56.1,-26.05
INDU,XGBoost,Target_High,94.68,5.43,94.57,20,66.67,-25.06
INDU,LSTM,Target_Low,67.0,3.69,96.31,20,39.81,1.45
INDU,GRU,Target_Low,78.21,4.36,95.64,20,48.61,-15.04
INDU,Linear Regression,Target_Low,74.96,4.37,95.63,20,43.9,-4.21
INDU,XGBoost,Target_Low,94.86,5.6,94.4,20,51.22,-31.87
INDU,Random Forest,Target_Low,96.14,5.69,94.31,20,45.93,-33.65
LUCK,Linear Regression,Target_High,58.85,6.17,93.83,20,64.23,0.8
LUCK,XGBoost,Target_High,61.26,6.69,93.31,20,58.94,-3.26
LUCK,GRU,Target_High,65.22,6.73,93.27,20,58.33,-4.4
LUCK,Random Forest,Target_High,63.51,6.88,93.12,20,63.82,-7.05
LUCK,LSTM,Target_High,71.85,7.67,92.33,20,62.04,-15.01
LUCK,Linear Regression,Target_Low,53.6,5.87,94.13,20,50.81,1.41
LUCK,XGBoost,Target_Low,54.87,6.21,93.79,20,60.16,-0.92
LUCK,GRU,Target_Low,59.84,6.45,93.55,20,43.52,-6.6
LUCK,Random Forest,Target_Low,59.47,6.77,93.23,20,62.6,-9.37
LUCK,LSTM,Target_Low,69.24,7.66,92.34,20,27.31,-23.34
MARI,XGBoost,Target_High,435.21,66.82,33.18,20,56.5,-5.2
MARI,Random Forest,Target_High,434.89,66.9,33.1,20,56.5,-5.12
MARI,LSTM,Target_High,455.79,74.24,25.76,20,50.93,-1.83
MARI,GRU,Target_High,478.31,76.71,23.29,20,51.85,-6.86
MARI,Linear Regression,Target_High,514.06,87.53,12.47,20,51.63,-24.25
MARI,Random Forest,Target_Low,422.82,67.3,32.7,20,42.68,-4.08
MARI,XGBoost,Target_Low,426.58,67.68,32.32,20,46.34,-5.01
MARI,LSTM,Target_Low,438.06,76.0,24.0,20,50.0,0.44
MARI,GRU,Target_Low,469.4,78.63,21.37,20,42.59,-6.68
MARI,Linear Regression,Target_Low,488.4,85.91,14.09,20,48.78,-20.23
MCB,LSTM,Target_High,13.65,5.68,94.32,20,73.61,4.09
MCB,Linear Regression,Target_High,14.04,6.0,94.0,20,57.32,-0.64
MCB,GRU,Target_High,14.64,6.09,93.91,20,56.94,-2.84
MCB,Random Forest,Target_High,15.62,6.76,93.24,20,53.25,-11.97
MCB,XGBoost,Target_High,15.88,6.8,93.2,20,57.72,-13.81
MCB,Linear Regression,Target_Low,13.38,5.9,94.1,20,47.56,-3.09
MCB,GRU,Target_Low,13.75,5.91,94.09,20,46.3,-4.02
MCB,LSTM,Target_Low,15.07,6.56,93.44,20,45.83,-14.03
MCB,XGBoost,Target_Low,15.74,6.95,93.05,20,40.24,-21.25
MCB,Random Forest,Target_Low,15.66,6.98,93.02,20,44.72,-20.65
MEBL,GRU,Target_High,14.67,6.35,93.65,20,52.78,-7.66
MEBL,Linear Regression,Target_High,14.44,6.45,93.55,20,58.54,-7.52
MEBL,LSTM,Target_High,14.89,6.47,93.53,20,63.89,-9.24
MEBL,XGBoost,Target_High,17.37,7.8,92.2,20,42.68,-29.34
MEBL,Random Forest,Target_High,18.71,8.33,91.67,20,45.12,-39.35
MEBL,GRU,Target_Low,14.26,6.37,93.63,20,44.91,-10.59
MEBL,Linear Regression,Target_Low,14.01,6.46,93.54,20,35.77,-9.93
MEBL,LSTM,Target_Low,15.75,7.05,92.95,20,48.15,-22.13
MEBL,XGBoost,Target_Low,16.54,7.65,92.35,20,37.8,-29.81
MEBL,Random Forest,Target_Low,17.8,8.21,91.79,20,32.93,-39.69
MLCF,Linear Regression,Target_High,2.48,6.22,93.78,20,59.76,5.06
MLCF,GRU,Target_High,2.68,6.7,93.3,20,61.11,3.69
MLCF,LSTM,Target_High,2.75,6.84,93.16,20,60.65,0.86
MLCF,XGBoost,Target_High,3.57,8.79,91.21,20,45.12,-36.46
MLCF,Random Forest,Target_High,4.06,9.92,90.08,20,41.87,-55.1
MLCF,Linear Regression,Target_Low,2.28,5.98,94.02,20,66.67,3.95
MLCF,GRU,Target_Low,2.48,6.5,93.5,20,62.96,0.99
MLCF,LSTM,Target_Low,2.49,6.51,93.49,20,54.63,0.41
MLCF,XGBoost,Target_Low,3.4,8.77,91.23,20,60.16,-43.11
MLCF,Random Forest,Target_Low,4.08,10.37,89.63,20,56.1,-71.55
NESTLE,Linear Regression,Target_High,276.58,3.84,96.16,20,59.91,2.96
NESTLE,LSTM,Target_High,304.19,4.24,95.76,20,48.35,-18.4
NESTLE,Random Forest,Target_High,321.7,4.35,95.65,20,57.08,-12.87
NESTLE,XGBoost,Target_High,370.54,5.01,94.99,20,62.74,-30.01
NESTLE,GRU,Target_High,490.49,6.84,93.16,20,47.25,-90.91
NESTLE,Linear Regression,Target_Low,285.37,4.09,95.91,20,53.3,-5.93
NESTLE,Random Forest,Target_Low,307.71,4.33,95.67,20,71.23,-14.23
NESTLE,XGBoost,Target_Low,372.55,5.19,94.81,20,76.42,-38.3
NESTLE,LSTM,Target_Low,388.33,5.6,94.4,20,57.14,-67.35
NESTLE,GRU,Target_Low,475.64,6.83,93.17,20,34.07,-104.98
NETSOL,GRU,Target_High,10.87,7.72,92.28,20,59.72,1.98
NETSOL,LSTM,Target_High,12.1,8.71,91.29,20,54.63,-9.1
NETSOL,Linear Regression,Target_High,12.54,9.2,90.8,20,54.47,-1.54
NETSOL,XGBoost,Target_High,12.96,9.31,90.69,20,57.32,-4.93
NETSOL,Random Forest,Target_High,13.13,9.5,90.5,20,56.5,-6.3
NETSOL,GRU,Target_Low,9.71,7.22,92.78,20,58.33,-1.76
NETSOL,LSTM,Target_Low,10.9,8.08,91.92,20,57.41,-14.22
NETSOL,Linear Regression,Target_Low,11.07,8.55,91.45,20,52.44,-1.98
NETSOL,Random Forest,Target_Low,11.43,8.76,91.24,20,54.88,-5.25
NETSOL,XGBoost,Target_Low,12.51,9.49,90.51,20,54.07,-15.2
OGDC,LSTM,Target_High,11.31,6.61,93.39,20,75.0,10.36
OGDC,GRU,Target_High,11.64,6.91,93.09,20,75.46,7.72
OGDC,Linear Regression,Target_High,11.73,7.26,92.74,20,71.14,9.73
OGDC,Random Forest,Target_High,13.29,8.28,91.72,20,48.78,-2.28
OGDC,XGBoost,Target_High,14.73,8.93,91.07,20,46.75,-13.36
OGDC,GRU,Target_Low,10.62,6.63,93.37,20,56.48,8.22
OGDC,LSTM,Target_Low,10.96,6.77,93.23,20,41.67,5.32
OGDC,Linear Regression,Target_Low,10.82,7.06,92.94,20,56.5,8.86
OGDC,Random Forest,Target_Low,12.73,8.24,91.76,20,45.93,-7.22
OGDC,XGBoost,Target_Low,13.48,8.59,91.41,20,40.24,-13.55
PAKT,Linear Regression,Target_High,107.42,9.71,90.29,20,59.73,0.99
PAKT,XGBoost,Target_High,108.15,9.85,90.15,20,61.99,0.31
PAKT,Random Forest,Target_High,110.9,10.03,89.97,20,64.25,-2.23
PAKT,GRU,Target_High,123.17,11.01,88.99,20,52.36,-5.16
PAKT,LSTM,Target_High,124.88,11.37,88.63,20,45.55,-6.62
PAKT,LSTM,Target_Low,92.65,8.84,91.16,20,67.54,6.0
PAKT,Linear Regression,Target_Low,94.28,9.05,90.95,20,53.85,-1.76
PAKT,XGBoost,Target_Low,99.16,9.62,90.38,20,58.37,-7.02
PAKT,Random Forest,Target_Low,99.83,9.65,90.35,20,49.77,-7.75
PAKT,GRU,Target_Low,110.73,10.51,89.49,20,45.55,-12.34
PPL,GRU,Target_High,12.14,8.17,91.83,20,63.89,5.46
PPL,LSTM,Target_High,12.49,8.36,91.64,20,58.8,2.72
PPL,Linear Regression,Target_High,12.49,8.76,91.24,20,57.32,3.13
PPL,Random Forest,Target_High,12.78,9.5,90.5,20,48.78,0.88
PPL,XGBoost,Target_High,13.8,9.88,90.12,20,54.07,-7.08
PPL,LSTM,Target_Low,10.75,7.53,92.47,20,55.56,8.03
PPL,GRU,Target_Low,11.01,7.79,92.21,20,51.39,5.79
PPL,Linear Regression,Target_Low,11.39,8.43,91.57,20,60.57,3.64
PPL,Random Forest,Target_Low,11.43,8.81,91.19,20,57.72,3.26
PPL,XGBoost,Target_Low,12.68,9.63,90.37,20,45.53,-7.25
PSO,Linear Regression,Target_High,27.17,10.18,89.82,20,62.2,6.46
PSO,GRU,Target_High,29.22,10.52,89.48,20,65.28,4.43
PSO,LSTM,Target_High,31.25,11.62,88.38,20,56.02,-2.22
PSO,XGBoost,Target_High,33.01,13.02,86.98,20,36.99,-13.66
PSO,Random Forest,Target_High,33.48,13.05,86.95,20,31.71,-15.3
PSO,Linear Regression,Target_Low,25.08,10.0,90.0,20,65.45,9.17
PSO,GRU,Target_Low,26.78,10.21,89.79,20,53.7,7.35
PSO,LSTM,Target_Low,27.93,10.78,89.22,20,48.61,3.38
PSO,Random Forest,Target_Low,31.26,12.88,87.12,20,49.59,-13.19
PSO,XGBoost,Target_Low,31.07,12.99,87.01,20,49.19,-12.51
SYS,XGBoost,Target_High,30.33,6.39,93.61,20,57.72,6.94
SYS,GRU,Target_High,31.88,6.43,93.57,20,60.65,4.53
SYS,Random Forest,Target_High,31.96,6.62,93.38,20,55.69,1.94
SYS,Linear Regression,Target_High,32.46,6.65,93.35,20,54.07,0.42
SYS,LSTM,Target_High,36.12,7.35,92.65,20,60.65,-8.17
SYS,GRU,Target_Low,28.28,5.94,94.06,20,52.31,0.42
SYS,Linear Regression,Target_Low,28.38,6.04,93.96,20,65.45,0.11
SYS,XGBoost,Target_Low,27.81,6.08,93.92,20,57.32,2.14
SYS,Random Forest,Target_Low,28.54,6.17,93.83,20,57.72,-0.43
SYS,LSTM,Target_Low,33.76,7.18,92.82,20,45.83,-18.88
TRG,Linear Regression,Target_High,5.32,8.69,91.31,20,49.59,8.66
TRG,LSTM,Target_High,5.32,8.85,91.15,20,51.85,5.47
TRG,GRU,Target_High,5.3,8.94,91.06,20,50.46,5.84
TRG,XGBoost,Target_High,6.9,11.28,88.72,20,43.09,-18.59
TRG,Random Forest,Target_High,7.14,11.57,88.43,20,43.5,-22.63
TRG,LSTM,Target_Low,4.79,8.42,91.58,20,75.0,6.76
TRG,Linear Regression,Target_Low,4.98,8.54,91.46,20,78.46,8.26
TRG,GRU,Target_Low,4.87,8.62,91.38,20,65.28,5.25
TRG,XGBoost,Target_Low,6.59,11.24,88.76,20,43.5,-21.28
TRG,Random Forest,Target_Low,6.75,11.43,88.57,20,39.84,-24.23
UBL,LSTM,Target_High,16.98,6.3,93.7,20,81.02,23.7
UBL,Linear Regression,Target_High,18.21,6.85,93.15,20,71.54,9.47
UBL,GRU,Target_High,18.72,6.87,93.13,20,81.94,15.89
UBL,Random Forest,Target_High,18.94,7.04,92.96,20,64.63,5.85
UBL,XGBoost,Target_High,20.3,7.73,92.27,20,63.82,-0.94
UBL,GRU,Target_Low,17.63,6.67,93.33,20,56.02,16.45
UBL,Linear Regression,Target_Low,17.64,6.86,93.14,20,46.75,7.29
UBL,Random Forest,Target_Low,18.04,7.05,92.95,20,52.85,5.18
UBL,LSTM,Target_Low,19.47,7.36,92.64,20,52.78,7.72
UBL,XGBoost,Target_Low,19.18,7.7,92.3,20,46.75,-0.82
UNITY,GRU,Target_High,3.11,10.19,89.81,20,58.8,-9.51
UNITY,Linear Regression,Target_High,2.97,10.21,89.79,20,64.23,-2.59
UNITY,LSTM,Target_High,3.12,10.4,89.6,20,60.19,-10.03
UNITY,XGBoost,Target_High,3.99,13.74,86.26,20,31.71,-37.69
UNITY,Random Forest,Target_High,4.64,16.06,83.94,20,28.86,-60.31
UNITY,GRU,Target_Low,2.87,9.91,90.09,20,37.96,-14.41
UNITY,Linear Regression,Target_Low,2.75,10.02,89.98,20,44.31,-4.73
UNITY,LSTM,Target_Low,3.18,11.15,88.85,20,26.39,-26.88
UNITY,XGBoost,Target_Low,3.6,13.08,86.92,20,33.74,-37.23
UNITY,Random Forest,Target_Low,4.34,15.82,84.18,20,30.08,-65.24
BAHL,GRU,Target_High,15.31,12.83,87.17,60,69.44,15.64
BAHL,Linear Regression,Target_High,15.86,13.48,86.52,60,57.32,5.74
BAHL,LSTM,Target_High,17.68,14.84,85.16,60,63.89,2.62
BAHL,XGBoost,Target_High,17.98,15.72,84.28,60,54.88,-6.89
BAHL,Random Forest,Target_High,18.74,16.47,83.53,60,52.85,-11.36
BAHL,GRU,Target_Low,14.09,12.25,87.75,60,66.2,18.47
BAHL,Linear Regression,Target_Low,14.81,13.06,86.94,60,56.5,7.66
BAHL,LSTM,Target_Low,16.06,14.23,85.77,60,73.61,7.06
BAHL,XGBoost,Target_Low,17.52,16.03,83.97,60,42.68,-9.23
BAHL,Random Forest,Target_Low,17.52,16.05,83.95,60,47.56,-9.25
COLG,Linear Regression,Target_High,117.6,8.44,91.56,60,87.4,22.34
COLG,Random Forest,Target_High,118.52,8.67,91.33,60,78.05,21.73
COLG,LSTM,Target_High,127.52,8.98,91.02,60,71.76,9.61
COLG,XGBoost,Target_High,139.93,10.02,89.98,60,71.14,7.59
COLG,GRU,Target_High,137.7,10.06,89.94,60,49.54,2.39
COLG,LSTM,Target_Low,104.75,8.07,91.93,60,72.22,27.27
COLG,Linear Regression,Target_Low,111.38,8.18,91.82,60,83.33,26.55
COLG,Random Forest,Target_Low,122.89,9.17,90.83,60,83.74,18.96
COLG,XGBoost,Target_Low,135.33,9.8,90.2,60,77.64,10.75
COLG,GRU,Target_Low,133.51,9.98,90.02,60,62.5,7.29
DGKC,GRU,Target_High,14.55,14.81,85.19,60,74.54,15.86
DGKC,Linear Regression,Target_High,14.4,15.46,84.54,60,65.85,12.07
DGKC,XGBoost,Target_High,16.23,17.24,82.76,60,65.85,0.84
DGKC,Random Forest,Target_High,18.6,20.04,79.96,60,51.22,-13.64
DGKC,LSTM,Target_High,19.49,20.17,79.83,60,47.22,-12.69
DGKC,GRU,Target_Low,13.59,14.39,85.61,60,68.06,17.95
DGKC,Linear Regression,Target_Low,13.3,14.83,85.17,60,56.5,14.9
DGKC,XGBoost,Target_Low,15.65,17.14,82.86,60,53.25,-0.18
DGKC,Random Forest,Target_Low,16.7,18.91,81.09,60,50.41,-6.87
DGKC,LSTM,Target_Low,20.41,22.29,77.71,60,50.0,-23.19
EFERT,GRU,Target_High,18.33,9.82,90.18,60,71.76,11.39
EFERT,Linear Regression,Target_High,19.04,10.48,89.52,60,74.8,13.65
EFERT,LSTM,Target_High,21.85,11.46,88.54,60,64.81,-5.62
EFERT,Random Forest,Target_High,24.03,13.24,86.76,60,51.63,-8.98
EFERT,XGBoost,Target_High,29.81,16.11,83.89,60,23.98,-35.16
EFERT,LSTM,Target_Low,13.32,7.27,92.73,60,87.96,34.18
EFERT,GRU,Target_Low,17.81,9.81,90.19,60,60.65,12.01
EFERT,Linear Regression,Target_Low,18.52,10.51,89.49,60,51.63,14.14
EFERT,Random Forest,Target_Low,21.65,12.42,87.58,60,50.41,-0.37
EFERT,XGBoost,Target_Low,31.48,17.35,82.65,60,6.1,-45.95
ENGROH,GRU,Target_High,33.16,17.54,82.46,60,65.28,6.52
ENGROH,Linear Regression,Target_High,37.03,19.9,80.1,60,52.85,-2.19
ENGROH,Random Forest,Target_High,36.53,20.02,79.98,60,63.41,-0.81
ENGROH,XGBoost,Target_High,37.44,20.37,79.63,60,52.44,-3.33
ENGROH,LSTM,Target_High,39.35,21.08,78.92,60,52.78,-10.94
ENGROH,GRU,Target_Low,30.53,16.83,83.17,60,58.33,6.8
ENGROH,Linear Regression,Target_Low,34.32,19.22,80.78,60,56.1,-2.62
ENGROH,Random Forest,Target_Low,33.93,19.41,80.59,60,45.93,-1.46
ENGROH,XGBoost,Target_Low,34.79,19.75,80.25,60,40.65,-4.02
ENGROH,LSTM,Target_Low,37.1,21.21,78.79,60,49.54,-13.28
FFC,Linear Regression,Target_High,64.29,24.18,75.82,60,67.48,6.38
FFC,LSTM,Target_High,71.09,25.74,74.26,60,56.94,5.07
FFC,GRU,Target_High,74.36,26.1,73.9,60,68.52,0.69
FFC,Random Forest,Target_High,71.33,26.46,73.54,60,36.18,-3.89
FFC,XGBoost,Target_High,71.78,26.94,73.06,60,34.96,-4.54
FFC,LSTM,Target_Low,56.98,20.45,79.55,60,81.02,21.4
FFC,Linear Regression,Target_Low,61.24,23.84,76.16,60,54.47,7.7
FFC,Random Forest,Target_Low,63.83,24.82,75.18,60,37.8,3.79
FFC,GRU,Target_Low,71.8,25.96,74.04,60,43.06,0.96
FFC,XGBoost,Target_Low,72.62,27.78,72.22,60,18.29,-9.45
HBL,XGBoost,Target_High,17.95,11.98,88.02,60,66.26,2.75
HBL,Random Forest,Target_High,18.98,12.9,87.1,60,56.1,-2.86
HBL,Linear Regression,Target_High,20.11,13.43,86.57,60,57.32,-8.97
HBL,GRU,Target_High,20.48,13.43,86.57,60,63.89,-0.3
HBL,LSTM,Target_High,20.15,13.72,86.28,60,62.5,1.31
HBL,XGBoost,Target_Low,17.22,11.94,88.06,60,65.85,0.65
HBL,GRU,Target_Low,19.18,13.0,87.0,60,60.65,-0.54
HBL,Linear Regression,Target_Low,18.88,13.02,86.98,60,51.22,-8.92
HBL,Random Forest,Target_Low,18.58,13.15,86.85,60,58.94,-7.22
HBL,LSTM,Target_Low,18.84,13.6,86.4,60,62.5,1.24
HUBC,XGBoost,Target_High,24.99,18.39,81.61,60,33.33,-2.59
HUBC,Linear Regression,Target_High,24.62,19.14,80.86,60,48.37,-1.07
HUBC,Random Forest,Target_High,26.34,19.65,80.35,60,39.84,-8.16
HUBC,GRU,Target_High,26.41,20.25,79.75,60,44.91,-2.29
HUBC,LSTM,Target_High,36.46,28.36,71.64,60,37.04,-41.25
HUBC,XGBoost,Target_Low,25.11,19.19,80.81,60,31.3,-3.4
HUBC,Linear Regression,Target_Low,24.43,19.72,80.28,60,32.11,-0.63
HUBC,GRU,Target_Low,26.34,20.99,79.01,60,43.98,-2.13
HUBC,Random Forest,Target_Low,27.48,21.24,78.76,60,36.99,-13.16
HUBC,LSTM,Target_Low,30.12,25.29,74.71,60,70.37,-16.76
ILP,Linear Regression,Target_High,8.52,12.13,87.87,60,22.76,-46.55
ILP,XGBoost,Target_High,10.29,14.24,85.76,60,35.77,-76.9
ILP,GRU,Target_High,10.49,15.19,84.81,60,30.09,-72.33
ILP,LSTM,Target_High,10.76,15.39,84.61,60,35.65,-76.75
ILP,Random Forest,Target_High,12.01,16.58,83.42,60,30.89,-106.57
ILP,Linear Regression,Target_Low,8.16,11.94,88.06,60,32.11,-49.12
ILP,LSTM,Target_Low,8.68,12.49,87.51,60,49.54,-50.7
ILP,GRU,Target_Low,10.09,15.0,85.0,60,22.22,-75.17
ILP,XGBoost,Target_Low,10.65,15.18,84.82,60,29.67,-94.61
ILP,Random Forest,Target_Low,12.07,17.07,82.93,60,28.46,-120.58
