Model,Target,Horizon,Epoch,Train_Loss,Val_Loss
LSTM,Open,5,9,0.002561093308031559,0.005005403887480497
LSTM,Open,5,10,0.0024553940165787935,0.005035510286688805
LSTM,Open,5,11,0.0023608412593603134,0.004775198642164469
LSTM,Open,5,12,0.002270351629704237,0.004955929238349199
LSTM,Open,5,13,0.0021980940364301205,0.00496496818959713
LSTM,Open,5,14,0.002137342467904091,0.0046378434635698795
LSTM,Open,5,15,0.002067059278488159,0.004848583601415157
LSTM,Open,5,16,0.0020072078332304955,0.005107407458126545
GRU,Open,5,1,0.00411626276604791,0.00447821756824851
GRU,Open,5,2,0.003477571951641782,0.004183144774287939
GRU,Open,5,3,0.003403759751480615,0.004225622396916151
GRU,Open,5,4,0.003309666887454824,0.0041010114364326
GRU,Open,5,5,0.003213314421980034,0.0042503164149820805
GRU,Open,5,6,0.003117617814704431,0.004452088847756386
GRU,Open,5,7,0.0030386476837447767,0.00429577799513936
GRU,Open,5,8,0.002960245838652121,0.00446829479187727
GRU,Open,5,9,0.0028894177275368025,0.004910177551209927
GRU,Open,5,10,0.00282386176511214,0.004649279173463583
GRU,Open,5,11,0.002768751458653818,0.004789440892636776
GRU,Open,5,12,0.002714922206462979,0.004729211796075106
GRU,Open,5,13,0.002672225057812516,0.00466053606942296
GRU,Open,5,14,0.002616589693795736,0.004737015347927809
LSTM,Close,5,1,0.0038111722096800804,0.004441453143954277
LSTM,Close,5,2,0.0035761971957981586,0.004768300335854292
LSTM,Close,5,3,0.003457281505689025,0.0048194448463618755
LSTM,Close,5,4,0.0033138541039079428,0.0049408902414143085
LSTM,Close,5,5,0.00309743476100266,0.005184185225516558
LSTM,Close,5,6,0.002869365271180868,0.005424081813544035
LSTM,Close,5,7,0.002685676096007228,0.0056007360108196735
LSTM,Close,5,8,0.002509638899937272,0.005556878633797169
LSTM,Close,5,9,0.0023748166859149933,0.005548382177948952
LSTM,Close,5,10,0.0022536732722073793,0.00560188852250576
LSTM,Close,5,11,0.002153314184397459,0.006050101015716791
GRU,Close,5,1,0.004237443536628003,0.005033028312027454
GRU,Close,5,2,0.0035971847421005522,0.004671275615692139
GRU,Close,5,3,0.003519932580937586,0.004680987447500229
GRU,Close,5,4,0.003402493098671189,0.004661137238144875
GRU,Close,5,5,0.0032874652949880733,0.004872530698776245
GRU,Close,5,6,0.003158388420094755,0.004994282498955727
GRU,Close,5,7,0.0030394056415126987,0.005087909754365683
GRU,Close,5,8,0.0029205252309267827,0.005129701923578978
GRU,Close,5,9,0.002831716588439023,0.005626282654702663
GRU,Close,5,10,0.0027478522726431063,0.00543585978448391
GRU,Close,5,11,0.002685914228321425,0.0055054849945008755
GRU,Close,5,12,0.002625085472212353,0.005443804431706667
GRU,Close,5,13,0.002578470940872841,0.005505296401679516
GRU,Close,5,14,0.0025156546724608084,0.005796999670565128
LSTM,Open,10,1,0.007501469925045967,0.009754981845617294
LSTM,Open,10,2,0.006958606652915478,0.00966536346822977
LSTM,Open,10,3,0.00639939121901989,0.009900095872581005
LSTM,Open,10,4,0.00577005697414279,0.010534591972827911
LSTM,Open,10,5,0.00514617282897234,0.011695675551891327
LSTM,Open,10,6,0.0046161203645169735,0.011876114644110203
LSTM,Open,10,7,0.004202336072921753,0.01222238503396511
LSTM,Open,10,8,0.00392472930252552,0.012770363129675388
LSTM,Open,10,9,0.0036596276331692934,0.012707497924566269
LSTM,Open,10,10,0.0034733028151094913,0.01272663101553917
LSTM,Open,10,11,0.003273137379437685,0.012031939812004566
LSTM,Open,10,12,0.003160787047818303,0.01248440146446228
GRU,Open,10,1,0.007965029952343347,0.01027173362672329
GRU,Open,10,2,0.007149851478476458,0.009559071622788906
GRU,Open,10,3,0.006916375521916554,0.009470442309975624
GRU,Open,10,4,0.006540332570981827,0.009822340682148933
GRU,Open,10,5,0.006197666192212341,0.010609510354697704
GRU,Open,10,6,0.005874236234100378,0.010784965008497238
GRU,Open,10,7,0.005609870115456216,0.010835099034011364
GRU,Open,10,8,0.005331737469297552,0.011084713973104954
GRU,Open,10,9,0.005196996130306951,0.01271894946694374
GRU,Open,10,10,0.004917359112795195,0.01224619522690773
GRU,Open,10,11,0.0047359585990086606,0.012196202762424946
GRU,Open,10,12,0.004588722112793403,0.012200016528367996
GRU,Open,10,13,0.004465730577341779,0.01185796968638897
LSTM,Close,10,1,0.007445714436471462,0.010010787285864353
LSTM,Close,10,2,0.006711655296385288,0.01081820484250784
LSTM,Close,10,3,0.006009483709931374,0.010306216776371002
LSTM,Close,10,4,0.005282226949930191,0.011495912447571754
LSTM,Close,10,5,0.004671168979257345,0.011641295626759529
LSTM,Close,10,6,0.0041108401492238045,0.013113115914165974
LSTM,Close,10,7,0.0037238565273582935,0.012032367289066315
LSTM,Close,10,8,0.003429408883675933,0.013127810321748257
LSTM,Close,10,9,0.003152683610096574,0.012806965969502926
LSTM,Close,10,10,0.0029524907004088163,0.013201048597693443
LSTM,Close,10,11,0.002741290954872966,0.01311543583869934
GRU,Close,10,1,0.007833869021976527,0.010733901523053646
GRU,Close,10,2,0.007019692791396404,0.009883997961878777
GRU,Close,10,3,0.00674009203092528,0.010016689077019691
GRU,Close,10,4,0.006320643218462678,0.010587230324745178
GRU,Close,10,5,0.0059579134549029794,0.010889980010688305
GRU,Close,10,6,0.005605676515314845,0.011921828612685204
GRU,Close,10,7,0.0053365764993622495,0.011442291550338268
GRU,Close,10,8,0.005044631033443538,0.012333792634308338
GRU,Close,10,9,0.004794153387654699,0.013655886985361576
GRU,Close,10,10,0.004562288160395332,0.013210969045758247
GRU,Close,10,11,0.004351955158225155,0.013028287328779697
GRU,Close,10,12,0.004184456326709763,0.013242228887975216
LSTM,Open,20,1,0.014664415270090103,0.0215409304946661
LSTM,Open,20,2,0.012130674906075,0.025602055713534355
LSTM,Open,20,3,0.01008471567183733,0.027739565819501877
LSTM,Open,20,4,0.008468030020594597,0.029082192108035088
LSTM,Open,20,5,0.007265504449605942,0.028100518509745598
LSTM,Open,20,6,0.006331187207251787,0.034373439848423004
LSTM,Open,20,7,0.005814617965370417,0.031672388315200806
LSTM,Open,20,8,0.005134592764079571,0.03016684763133526
LSTM,Open,20,9,0.004793868400156498,0.03238628804683685
LSTM,Open,20,10,0.004463165067136288,0.03219199180603027
LSTM,Open,20,11,0.004200770985335112,0.03245832771062851
GRU,Open,20,1,0.015607450220678387,0.024541214108467102
GRU,Open,20,2,0.013802069885171426,0.022027146071195602
GRU,Open,20,3,0.012784584131292706,0.022103693336248398
GRU,Open,20,4,0.011559972415689974,0.023386258631944656
GRU,Open,20,5,0.010331482586728469,0.026475610211491585
GRU,Open,20,6,0.009425444741023484,0.02630947344005108
GRU,Open,20,7,0.008758845090318863,0.02665783278644085
GRU,Open,20,8,0.008225576556736686,0.026803648099303246
GRU,Open,20,9,0.007763394865213511,0.031166350468993187
GRU,Open,20,10,0.007357202467723555,0.028959238901734352
GRU,Open,20,11,0.007007877304033189,0.028832226991653442
GRU,Open,20,12,0.006727971371169593,0.03056381456553936
LSTM,Close,20,1,0.014367318712174892,0.021921243518590927
LSTM,Close,20,2,0.01172588486224413,0.024770556017756462
LSTM,Close,20,3,0.009298888966441154,0.029291050508618355
LSTM,Close,20,4,0.0075841378420591354,0.027856064960360527
LSTM,Close,20,5,0.006374233402311802,0.03259553387761116
LSTM,Close,20,6,0.005522751249372959,0.031583622097969055
LSTM,Close,20,7,0.004928861279040575,0.031421467661857605
LSTM,Close,20,8,0.004388722591102123,0.031482093036174774
LSTM,Close,20,9,0.004027154296636581,0.032408054918050766
LSTM,Close,20,10,0.003695683553814888,0.03146233782172203
LSTM,Close,20,11,0.0034503263887017965,0.03200524300336838
GRU,Close,20,1,0.015095630897269445,0.024766037240624428
GRU,Close,20,2,0.013209735510164303,0.022396311163902283
GRU,Close,20,3,0.012088953907194524,0.023009268566966057
GRU,Close,20,4,0.010765733828911007,0.023913627490401268
GRU,Close,20,5,0.009467489135848751,0.027781637385487556
GRU,Close,20,6,0.008533188136392955,0.027250004932284355
GRU,Close,20,7,0.007842775662682286,0.027330391108989716
GRU,Close,20,8,0.007314344235632459,0.028130749240517616
GRU,Close,20,9,0.006865633477933282,0.030493877828121185
GRU,Close,20,10,0.006462302211691566,0.030745092779397964
GRU,Close,20,11,0.006146238717513064,0.030730297788977623
GRU,Close,20,12,0.005892714203764018,0.0313703753054142
LSTM,Open,60,1,0.04255286604166031,0.10266237705945969
LSTM,Open,60,2,0.028313711285591125,0.11320187151432037
LSTM,Open,60,3,0.02122577652335167,0.12224262952804565
LSTM,Open,60,4,0.017264598980545998,0.12850423157215118
LSTM,Open,60,5,0.014655720442533493,0.12675930559635162
LSTM,Open,60,6,0.012731772847473621,0.13218826055526733
LSTM,Open,60,7,0.011091283522546291,0.1281202733516693
LSTM,Open,60,8,0.010056893341243267,0.1371813267469406
LSTM,Open,60,9,0.009283144026994705,0.12463830411434174
LSTM,Open,60,10,0.008475370705127716,0.12477359920740128
LSTM,Open,60,11,0.007825367152690887,0.1277996450662613
GRU,Open,60,1,0.04841200863958603,0.1022023931145668
GRU,Open,60,2,0.03670791063934994,0.10010304301977158
GRU,Open,60,3,0.030337658073686984,0.11167631298303604
GRU,Open,60,4,0.02603526914869132,0.10637426376342773
GRU,Open,60,5,0.023009957914032222,0.11798838526010513
GRU,Open,60,6,0.02095835586975121,0.11510790884494781
GRU,Open,60,7,0.01924016009182743,0.11792255192995071
GRU,Open,60,8,0.017943100014323837,0.12169018387794495
GRU,Open,60,9,0.016858856245756025,0.12457581609487534
GRU,Open,60,10,0.01594585001215665,0.12213099747896194
GRU,Open,60,11,0.015214768559944804,0.12036765366792679
GRU,Open,60,12,0.014568968692651152,0.12065553665161133
LSTM,Close,60,1,0.041959814727306366,0.09609303623437881
LSTM,Close,60,2,0.027625836431980133,0.11076002568006516
LSTM,Close,60,3,0.020129088312387466,0.11712133139371872
LSTM,Close,60,4,0.015935946255922318,0.12755808234214783
LSTM,Close,60,5,0.012892479076981544,0.12335942685604095
LSTM,Close,60,6,0.011048496700823307,0.12437986582517624
LSTM,Close,60,7,0.009433980099856853,0.12152144312858582
LSTM,Close,60,8,0.00815237034112215,0.11709262430667877
LSTM,Close,60,9,0.007338673807680607,0.12187216430902481
LSTM,Close,60,10,0.007047146558761597,0.11880034953355789
LSTM,Close,60,11,0.006034172140061855,0.12815934419631958
GRU,Close,60,1,0.046853139032364884,0.1051064282655716
GRU,Close,60,2,0.03524728671904618,0.09902594238519669
GRU,Close,60,3,0.028772341010929653,0.11283919960260391
GRU,Close,60,4,0.02422312023287299,0.10744611918926239
GRU,Close,60,5,0.021043185257164275,0.11482668668031693
GRU,Close,60,6,0.018966628185559144,0.116176076233387
GRU,Close,60,7,0.01732814797321109,0.11692991852760315
GRU,Close,60,8,0.01609865178904561,0.12126505374908447
GRU,Close,60,9,0.01507905678615208,0.1254441887140274
GRU,Close,60,10,0.014222884139189469,0.12375137209892273
GRU,Close,60,11,0.013548923034326846,0.12024420499801636
GRU,Close,60,12,0.012915647034542971,0.12125108391046524
